date,open,close
2004-03-22,91.3152,89.98
2004-03-23,90.51,90.44
2004-03-24,89.52,88.6
2004-03-25,88.6,88.88
2004-03-26,89.25,90.0
2004-03-29,90.18,90.51
2004-03-30,90.38,91.45
2004-03-31,92.25,92.0
2004-04-01,91.35,91.58
2004-04-02,92.6,93.1
2004-04-05,93.07,93.86
2004-04-06,94.93,94.27
2004-04-07,94.28,93.9
2004-04-08,94.69,94.58
2004-04-12,94.59,95.59
2004-04-13,95.39,94.7
2004-04-14,93.55,94.97
2004-04-15,95.6,96.1
2004-04-16,96.19,97.5
2004-04-19,96.34,97.15
2004-04-20,95.99,94.55
2004-04-21,94.35,94.68
2004-04-22,93.6,95.75
2004-04-23,95.0,94.95
2004-04-26,95.8,95.56
2004-04-27,94.56,95.39
2004-04-28,94.77,93.12
2004-04-29,93.25,91.66
2004-04-30,92.25,92.12
2004-05-03,92.97,94.05
2004-05-04,95.21,95.45
2004-05-05,95.62,97.05
2004-05-06,95.8,94.55
2004-05-07,94.62,93.23
2004-05-10,91.67,90.78
2004-05-11,90.88,92.36
2004-05-12,92.8,92.87
2004-05-13,92.28,93.05
2004-05-14,94.4,94.18
2004-05-17,93.95,93.6
2004-05-18,92.46,92.45
2004-05-19,90.49,90.35
2004-05-20,90.05,89.81
2004-05-21,91.38,90.5
2004-05-24,91.55,93.03
2004-05-25,93.8,94.73
2004-05-26,94.82,94.14
2004-05-27,95.57,95.4
2004-05-28,94.96,94.08
2004-06-01,94.8,95.12
2004-06-02,96.15,95.09
2004-06-03,94.76,95.4
2004-06-04,95.45,95.95
2004-06-07,96.82,97.6
2004-06-08,97.17,96.8
2004-06-09,95.7,95.14
2004-06-10,95.14,95.91
2004-06-14,94.11,94.35
2004-06-15,95.82,96.23
2004-06-16,96.68,96.58
2004-06-17,96.95,97.68
2004-06-18,98.75,99.14
2004-06-21,98.17,98.46
2004-06-22,97.18,97.55
2004-06-23,97.2,97.75
2004-06-24,97.72,97.78
2004-06-25,97.15,96.85
2004-06-28,97.58,96.43
2004-06-29,95.72,95.66
2004-06-30,95.54,96.08
2004-07-01,96.6,96.28
2004-07-02,96.61,96.44
2004-07-06,97.64,97.15
2004-07-07,97.78,98.0
2004-07-08,97.75,98.71
2004-07-09,99.28,99.8
2004-07-12,99.1,98.9
2004-07-13,98.4,98.05
2004-07-14,98.16,98.8
2004-07-15,99.6,98.71
2004-07-16,99.7,100.3
2004-07-19,99.2,98.78
2004-07-20,98.03,98.18
2004-07-21,97.22,96.51
2004-07-22,96.11,96.13
2004-07-23,95.61,95.08
2004-07-26,95.15,94.15
2004-07-27,94.02,94.78
2004-07-28,94.17,95.17
2004-07-29,96.84,96.82
2004-07-30,97.21,97.35
2004-08-02,96.62,96.81
2004-08-03,97.68,98.0
2004-08-04,96.93,96.17
2004-08-05,96.86,95.82
2004-08-06,97.11,95.45
2004-08-09,96.06,96.12
2004-08-10,97.32,96.97
2004-08-11,96.86,96.77
2004-08-12,97.0,96.27
2004-08-13,96.79,96.75
2004-08-16,96.32,97.12
2004-08-17,97.03,95.86
2004-08-18,95.95,96.71
2004-08-19,96.65,96.52
2004-08-20,96.7,96.85
2004-08-23,96.81,95.58
2004-08-24,94.83,94.84
2004-08-25,94.85,95.52
2004-08-26,95.4,96.28
2004-08-27,96.85,96.93
2004-08-30,97.12,96.93
2004-08-31,97.49,97.99
2004-09-01,97.99,98.25
2004-09-02,98.54,99.1
2004-09-03,98.4,98.77
2004-09-07,98.3,98.8
2004-09-08,97.84,98.72
2004-09-09,99.08,99.3
2004-09-10,100.5,100.12
2004-09-13,99.62,100.7
2004-09-14,100.7,100.99
2004-09-15,100.38,100.1
2004-09-16,99.18,99.7
2004-09-17,100.45,101.27
2004-09-20,100.43,100.46
2004-09-21,102.55,103.82
2004-09-22,102.95,102.75
2004-09-23,102.86,102.01
2004-09-24,103.33,103.09
2004-09-27,103.75,104.38
2004-09-28,105.34,103.39
2004-09-29,102.88,102.6
2004-09-30,102.31,102.17
2004-10-01,103.43,103.73
2004-10-04,102.36,102.05
2004-10-05,102.46,103.43
2004-10-06,103.92,104.79
2004-10-07,104.56,103.92
2004-10-08,104.65,105.09
2004-10-11,104.89,104.67
2004-10-12,103.7,102.97
2004-10-13,102.09,102.21
2004-10-14,102.55,102.67
2004-10-15,103.24,103.8
2004-10-18,104.25,103.15
2004-10-19,103.51,103.28
2004-10-20,103.8,104.49
2004-10-21,104.86,105.07
2004-10-22,104.91,104.8
2004-10-25,104.65,103.82
2004-10-26,103.87,104.17
2004-10-27,104.93,103.94
2004-10-28,103.41,103.85
2004-10-29,104.01,104.28
2004-11-01,104.9,104.01
2004-11-02,104.15,103.55
2004-11-03,105.77,106.09
2004-11-04,107.0,107.8
2004-11-05,107.05,107.37
2004-11-08,107.23,106.4
2004-11-09,106.8,106.22
2004-11-10,106.9,107.3
2004-11-11,107.57,108.92
2004-11-12,107.1,108.71
2004-11-15,107.47,107.34
2004-11-16,106.43,106.07
2004-11-17,107.63,107.91
2004-11-18,108.29,108.14
2004-11-19,107.6,107.18
2004-11-22,106.47,107.64
2004-11-23,107.67,108.04
2004-11-24,108.6,108.81
2004-11-26,109.57,110.16
2004-11-29,110.37,109.81
2004-11-30,109.93,109.6
2004-12-01,110.05,109.34
2004-12-02,108.72,107.27
2004-12-03,107.63,107.98
2004-12-06,108.02,108.29
2004-12-07,108.62,107.37
2004-12-08,105.75,106.71
2004-12-09,106.7,106.93
2004-12-10,106.52,106.25
2004-12-13,107.14,107.99
2004-12-14,107.15,107.65
2004-12-15,107.85,108.25
2004-12-16,106.91,106.0
2004-12-17,104.89,105.15
2004-12-20,106.1,106.42
2004-12-21,106.64,107.11
2004-12-22,107.75,107.8
2004-12-23,108.5,109.09
2004-12-27,109.82,109.16
2004-12-28,109.23,109.27
2004-12-29,109.35,110.0
2004-12-30,109.84,109.94
2004-12-31,109.5,109.84
2005-01-03,109.04,107.2
2005-01-04,106.26,105.76
2005-01-05,105.6,105.26
2005-01-06,104.96,105.6
2005-01-07,105.77,104.68
2005-01-10,104.69,104.7
2005-01-11,105.12,105.08
2005-01-12,105.35,105.85
2005-01-13,105.0,105.5
2005-01-14,105.45,105.68
2005-01-18,105.87,106.2
2005-01-19,106.46,105.27
2005-01-20,104.2,104.09
2005-01-21,104.91,105.72
2005-01-24,107.02,106.6
2005-01-25,107.2,107.1
2005-01-26,108.23,108.48
2005-01-27,107.24,107.98
2005-01-28,107.69,107.2
2005-01-31,106.74,107.55
2005-02-01,108.33,109.33
2005-02-02,109.41,109.65
2005-02-03,108.5,109.52
2005-02-04,109.72,109.87
2005-02-07,109.74,108.83
2005-02-08,107.95,109.33
2005-02-09,108.3,108.12
2005-02-10,109.05,109.66
2005-02-11,109.8,110.7
2005-02-14,111.02,111.38
2005-02-15,112.25,112.42
2005-02-16,112.27,113.72
2005-02-17,114.4,113.44
2005-02-18,114.6,115.35
2005-02-22,115.72,115.3
2005-02-23,115.01,116.36
2005-02-24,117.12,116.74
2005-02-25,117.43,119.35
2005-02-28,119.88,119.2
2005-03-01,118.79,118.35
2005-03-02,116.7,118.3
2005-03-03,119.05,119.25
2005-03-04,120.56,121.69
2005-03-07,120.74,120.4
2005-03-08,120.75,121.33
2005-03-09,121.77,120.52
2005-03-10,120.43,120.15
2005-03-11,120.3,120.58
2005-03-14,120.55,120.63
2005-03-15,121.5,120.32
2005-03-16,120.73,120.6
2005-03-17,120.94,121.38
2005-03-18,121.08,121.85
2005-03-21,120.67,120.12
2005-03-22,118.72,117.72
2005-03-23,116.63,116.31
2005-03-24,116.2,116.15
2005-03-28,116.15,115.71
2005-03-29,115.74,115.44
2005-03-30,116.2,116.4
2005-03-31,117.22,117.23
2005-04-01,117.9,117.67
2005-04-04,117.1,117.25
2005-04-05,117.57,117.79
2005-04-06,117.97,118.66
2005-04-07,119.4,118.83
2005-04-08,117.53,117.52
2005-04-11,118.1,119.05
2005-04-12,118.53,118.13
2005-04-13,117.3,116.76
2005-04-14,115.94,114.88
2005-04-15,114.57,112.25
2005-04-18,112.64,113.25
2005-04-19,113.05,114.15
2005-04-20,113.0,112.36
2005-04-21,113.31,113.88
2005-04-22,113.87,114.59
2005-04-25,115.14,115.5
2005-04-26,115.37,114.77
2005-04-27,114.12,111.33
2005-04-28,111.09,111.21
2005-04-29,112.17,110.91
2005-05-02,111.45,111.73
2005-05-03,112.11,112.06
2005-05-04,112.05,112.4
2005-05-05,113.59,113.95
2005-05-06,114.08,113.8
2005-05-09,113.45,114.78
2005-05-10,114.06,113.35
2005-05-11,113.36,113.73
2005-05-12,112.79,110.36
2005-05-13,109.75,108.87
2005-05-16,109.13,109.15
2005-05-17,109.53,109.94
2005-05-18,110.52,110.8
2005-05-19,109.55,109.73
2005-05-20,109.6,108.82
2005-05-23,109.8,110.69
2005-05-24,110.97,111.46
2005-05-25,111.8,111.8
2005-05-26,112.23,112.12
2005-05-27,112.25,113.28
2005-05-31,111.55,111.19
2005-06-01,110.8,111.98
2005-06-02,111.68,112.52
2005-06-03,112.06,111.9
2005-06-06,112.73,112.61
2005-06-07,112.83,112.97
2005-06-08,113.76,112.79
2005-06-09,112.92,114.0
2005-06-10,114.58,113.69
2005-06-13,113.32,114.92
2005-06-14,114.99,115.31
2005-06-15,115.0,115.37
2005-06-16,116.0,116.25
2005-06-17,118.32,119.8
2005-06-20,118.32,118.54
2005-06-21,117.5,117.36
2005-06-22,117.18,117.5
2005-06-23,117.0,116.72
2005-06-24,117.74,117.25
2005-06-27,117.68,118.04
2005-06-28,118.0,117.94
2005-06-29,117.29,117.28
2005-06-30,118.21,116.85
2005-07-01,117.99,118.23
2005-07-05,117.62,119.03
2005-07-06,120.46,119.92
2005-07-07,117.8,120.06
2005-07-08,122.02,122.31
2005-07-11,122.82,123.33
2005-07-12,123.7,124.81
2005-07-13,124.9,124.18
2005-07-14,126.61,123.66
2005-07-15,123.82,124.1
2005-07-18,123.85,123.75
2005-07-19,124.36,125.8
2005-07-20,124.51,125.15
2005-07-21,122.82,122.29
2005-07-22,122.32,124.31
2005-07-25,125.25,125.55
2005-07-26,124.01,124.08
2005-07-27,124.13,124.72
2005-07-28,125.25,125.35
2005-07-29,125.93,125.0
2005-08-01,126.41,126.26
2005-08-02,127.03,128.29
2005-08-03,129.6,129.84
2005-08-04,127.9,128.32
2005-08-05,128.21,126.86
2005-08-08,128.66,128.45
2005-08-09,130.51,130.08
2005-08-10,131.4,131.72
2005-08-11,132.01,132.41
2005-08-12,132.08,132.45
2005-08-15,131.44,131.2
2005-08-16,129.45,128.27
2005-08-17,127.25,126.65
2005-08-18,126.01,125.8
2005-08-19,126.78,128.1
2005-08-22,128.98,128.35
2005-08-23,127.79,127.49
2005-08-24,127.89,128.17
2005-08-25,128.1,128.05
2005-08-26,127.45,125.84
2005-08-29,127.05,127.2
2005-08-30,125.91,127.15
2005-08-31,129.65,131.84
2005-09-01,134.43,136.24
2005-09-02,135.36,136.18
2005-09-06,135.22,136.18
2005-09-07,135.08,134.7
2005-09-08,134.93,135.0
2005-09-09,135.4,135.73
2005-09-12,134.52,133.16
2005-09-13,132.61,132.0
2005-09-14,133.38,133.73
2005-09-15,133.88,133.05
2005-09-16,134.45,134.4
2005-09-19,134.57,135.46
2005-09-20,135.85,134.77
2005-09-21,136.35,135.45
2005-09-22,135.06,134.42
2005-09-23,132.74,132.99
2005-09-26,133.32,136.13
2005-09-27,134.25,135.42
2005-09-28,136.2,137.23
2005-09-29,137.5,137.5
2005-09-30,136.75,135.82
2005-10-03,135.17,134.39
2005-10-04,133.96,131.52
2005-10-05,130.09,127.82
2005-10-06,127.72,127.36
2005-10-07,129.37,128.5
2005-10-10,129.7,128.55
2005-10-11,128.88,129.57
2005-10-12,129.17,127.95
2005-10-13,125.95,126.21
2005-10-14,125.36,125.51
2005-10-17,127.9,126.36
2005-10-18,123.77,122.04
2005-10-19,122.11,125.0
2005-10-20,123.36,120.2
2005-10-21,120.47,120.9
2005-10-24,121.91,124.09
2005-10-25,124.06,124.68
2005-10-26,124.84,124.39
2005-10-27,124.01,122.0
2005-10-28,123.32,123.88
2005-10-31,124.83,126.02
2005-11-01,126.02,126.5
2005-11-02,126.2,128.2
2005-11-03,129.15,131.4
2005-11-04,129.95,128.7
2005-11-07,127.0,127.16
2005-11-08,125.74,126.69
2005-11-09,126.5,126.42
2005-11-10,124.52,121.92
2005-11-11,120.98,122.11
2005-11-14,124.24,124.36
2005-11-15,124.49,123.94
2005-11-16,123.18,124.1
2005-11-17,124.81,125.0
2005-11-18,126.64,126.93
2005-11-21,127.55,127.6
2005-11-22,128.06,130.15
2005-11-23,129.1,129.11
2005-11-25,128.23,128.21
2005-11-28,127.7,125.48
2005-11-29,125.99,125.65
2005-11-30,125.09,124.69
2005-12-01,127.03,128.47
2005-12-02,128.33,128.39
2005-12-05,129.1,129.05
2005-12-06,129.15,129.09
2005-12-07,128.65,126.82
2005-12-08,127.45,129.42
2005-12-09,128.05,127.65
2005-12-12,128.16,128.45
2005-12-13,130.15,129.7
2005-12-14,131.38,131.62
2005-12-15,130.34,129.19
2005-12-16,130.19,129.03
2005-12-19,128.17,127.79
2005-12-20,127.12,126.72
2005-12-21,128.1,127.0
2005-12-22,127.9,128.03
2005-12-23,127.58,127.84
2005-12-27,127.2,125.86
2005-12-28,126.97,126.95
2005-12-29,126.66,126.68
2005-12-30,124.75,126.4
2006-01-03,128.51,130.07
2006-01-04,129.6,130.45
2006-01-05,130.03,129.35
2006-01-06,131.15,131.52
2006-01-09,132.87,132.49
2006-01-10,131.76,132.15
2006-01-11,131.91,133.31
2006-01-12,134.14,132.61
2006-01-13,132.7,134.65
2006-01-17,135.06,135.56
2006-01-18,134.35,134.16
2006-01-19,132.43,134.81
2006-01-20,135.5,133.77
2006-01-23,133.98,134.78
2006-01-24,135.1,134.15
2006-01-25,135.62,133.78
2006-01-26,134.76,135.1
2006-01-27,137.44,137.1
2006-01-30,138.07,138.37
2006-01-31,139.22,138.33
2006-02-01,137.35,135.99
2006-02-02,136.08,133.74
2006-02-03,133.05,133.3
2006-02-06,133.87,133.65
2006-02-07,131.92,130.92
2006-02-08,130.01,129.58
2006-02-09,131.19,129.72
2006-02-10,130.07,128.71
2006-02-13,127.88,128.75
2006-02-14,127.32,128.21
2006-02-15,127.71,126.5
2006-02-16,126.89,127.61
2006-02-17,128.49,129.31
2006-02-21,129.64,128.91
2006-02-22,127.9,127.85
2006-02-23,127.46,127.31
2006-02-24,127.52,127.66
2006-02-27,126.83,126.93
2006-02-28,126.16,126.13
2006-03-01,126.25,126.94
2006-03-02,126.64,127.3
2006-03-03,126.94,126.39
2006-03-06,127.15,124.5
2006-03-07,124.0,124.4
2006-03-08,123.65,124.5
2006-03-09,123.99,124.39
2006-03-10,124.1,125.39
2006-03-13,126.25,127.11
2006-03-14,127.18,129.3
2006-03-15,129.85,129.85
2006-03-16,129.3,130.7
2006-03-17,130.92,130.05
2006-03-20,129.99,128.47
2006-03-21,128.09,127.01
2006-03-22,127.5,127.9
2006-03-23,128.19,127.74
2006-03-24,128.8,129.63
2006-03-27,129.26,129.73
2006-03-28,130.47,129.2
2006-03-29,130.51,131.21
2006-03-30,132.5,132.75
2006-03-31,132.45,131.73
2006-04-03,131.9,132.31
2006-04-04,133.07,133.22
2006-04-05,133.62,135.1
2006-04-06,134.17,134.03
2006-04-07,136.38,133.5
2006-04-10,135.15,134.94
2006-04-11,135.97,133.58
2006-04-12,133.77,133.35
2006-04-13,132.32,133.78
2006-04-17,134.7,135.65
2006-04-18,137.41,138.3
2006-04-19,137.0,139.28
2006-04-20,138.94,138.1
2006-04-21,139.02,141.0
2006-04-24,141.62,140.9
2006-04-25,141.62,140.05
2006-04-26,139.8,138.25
2006-04-27,136.31,138.25
2006-04-28,138.15,138.02
2006-05-01,138.5,138.85
2006-05-02,140.16,140.73
2006-05-03,139.65,138.5
2006-05-04,139.56,140.89
2006-05-05,143.27,144.35
2006-05-08,142.98,142.88
2006-05-09,142.4,143.27
2006-05-10,142.75,143.58
2006-05-11,144.19,142.53
2006-05-12,142.6,139.58
2006-05-15,136.66,136.96
2006-05-16,137.55,137.6
2006-05-17,135.9,133.82
2006-05-18,134.6,132.5
2006-05-19,132.16,133.21
2006-05-22,130.78,130.4
2006-05-23,65.17,64.43
2006-05-24,64.01,63.21
2006-05-25,64.14,65.62
2006-05-26,65.43,65.84
2006-05-30,65.93,64.35
2006-05-31,65.01,65.21
2006-06-01,64.04,65.48
2006-06-02,65.59,65.98
2006-06-05,66.35,64.79
2006-06-06,64.29,63.75
2006-06-07,63.27,62.29
2006-06-08,60.91,61.38
2006-06-09,60.86,61.05
2006-06-12,61.0,60.1
2006-06-13,59.43,58.22
2006-06-14,59.36,59.15
2006-06-15,60.15,61.65
2006-06-16,61.32,60.94
2006-06-19,60.73,59.75
2006-06-20,60.05,60.01
2006-06-21,60.25,61.43
2006-06-22,61.4,61.45
2006-06-23,61.85,62.34
2006-06-26,62.02,62.46
2006-06-27,62.56,61.84
2006-06-28,62.35,62.54
2006-06-29,62.65,64.15
2006-06-30,65.26,65.52
2006-07-03,65.99,66.26
2006-07-05,65.35,65.54
2006-07-06,65.6,65.47
2006-07-07,66.25,65.89
2006-07-10,65.88,66.18
2006-07-11,66.53,66.57
2006-07-12,66.63,66.12
2006-07-13,65.06,65.06
2006-07-14,65.46,65.06
2006-07-17,63.26,62.95
2006-07-18,62.82,63.15
2006-07-19,62.39,64.37
2006-07-20,64.6,63.78
2006-07-21,64.3,63.49
2006-07-24,63.83,64.8
2006-07-25,65.24,65.41
2006-07-26,65.98,66.98
2006-07-27,68.42,67.27
2006-07-28,67.85,68.08
2006-07-31,68.17,68.23
2006-08-01,67.26,67.85
2006-08-02,67.67,66.86
2006-08-03,66.06,66.27
2006-08-04,67.04,67.44
2006-08-07,67.14,66.86
2006-08-08,66.33,66.43
2006-08-09,67.71,67.55
2006-08-10,67.7,67.4
2006-08-11,66.91,67.29
2006-08-14,67.53,67.29
2006-08-15,68.46,68.8
2006-08-16,68.8,68.37
2006-08-17,67.77,67.93
2006-08-18,68.22,68.34
2006-08-21,68.94,68.91
2006-08-22,68.65,68.95
2006-08-23,69.55,68.64
2006-08-24,69.46,68.95
2006-08-25,69.02,68.86
2006-08-28,68.9,69.23
2006-08-29,68.79,68.93
2006-08-30,69.0,68.36
2006-08-31,67.69,67.43
2006-09-01,67.51,67.85
2006-09-05,67.46,67.57
2006-09-06,66.42,65.59
2006-09-07,64.7,64.99
2006-09-08,64.42,64.18
2006-09-11,63.74,63.25
2006-09-12,63.6,63.62
2006-09-13,63.49,64.21
